	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	Gene stable ID
43883	10	4093918	4131205	RP11-433J20.1	ENSG00000236990
43884	2	66660584	66801001	MEIS1	ENSG00000143995
43886	10	4243333	4286104	LINC00702	ENSG00000233117
43887	11	116706467	116708666	APOA1	ENSG00000118137
43888	18	61602042	61609601	AC009802.1	ENSG00000268706
43890	X	88002226	88009786	CPXCR1	ENSG00000147183
43891	7	81919393	81919478	AC005159.1	ENSG00000221262
43892	7	82219164	82220007	MTHFD2P5	ENSG00000213530
43893	18	61616535	61649008	HMSD	ENSG00000221887
43894	7	82286351	82286727	AC004006.2	ENSG00000228711
43896	7	82647214	82647327	RNA5SP235	ENSG00000202281
43897	11	7817452	7818520	OR5P2	ENSG00000183303
43898	10	4426438	4452804	LINC00703	ENSG00000224382
43899	7	82984470	82991582	AC079799.2	ENSG00000235503
43900	12	89893870	89896447	CENPCP1	ENSG00000226982
43901	3	158481220	158481542	RP11-379F4.1	ENSG00000243675
43902	5	70883115	70954531	MCCC2	ENSG00000131844
43903	3	158500336	158500913	RP11-379F4.8	ENSG00000271778
43905	7	83054196	83054318	AC079987.2	ENSG00000230617
43906	12	89919431	89934079	RP11-734K2.4	ENSG00000270344
43907	X	43515467	43606068	MAOA	ENSG00000189221
43908	10	4457497	4468371	RP11-34C15.2	ENSG00000230096
43909	11	7846584	7847519	OR5P3	ENSG00000182334
43910	3	158519046	158519724	RP11-379F4.9	ENSG00000272247
43911	1	60358980	60392462	CYP2J2	ENSG00000134716
43913	7	83292735	83293941	RAD23BP2	ENSG00000230244
43914	10	4557144	4557249	RNU6-163P	ENSG00000207124
43917	3	158558788	158559873	GPR79	ENSG00000232374
43918	7	83548918	83549019	AC006322.1	ENSG00000222994
43919	6	36095586	36107842	MAPK13	ENSG00000156711
43920	12	89954906	89987798	RP11-981P6.1	ENSG00000258302
43921	7	84157438	84158146	RPL7P30	ENSG00000227982
43922	11	7949180	7950209	OR10A6	ENSG00000175393
43923	3	159000435	159000523	MIR3919	ENSG00000263634
43924	10	4692377	4720346	LINC00704	ENSG00000231298
43926	12	89986604	89986704	AC068641.1	ENSG00000266347
43927	X	89176881	89177882	TGIF2LX	ENSG00000153779
43928	7	84161792	84213638	AC003984.1	ENSG00000235139
43929	3	159104545	159105229	RP11-441M10.1	ENSG00000244249
43930	12	90102736	90106367	LINC00936	ENSG00000271614
43931	3	159439313	159440190	RP11-564C24.1	ENSG00000243116
43933	11	7960081	7961141	OR10A3	ENSG00000170683
43934	3	159483176	159486401	IQCJ-SCHIP1-AS1	ENSG00000241211
43936	7	84295240	84295324	AC092022.1	ENSG00000265050
43938	7	84477193	84477569	AC093716.1	ENSG00000235243
43939	10	4697619	4704611	LINC00705	ENSG00000225269
43940	12	90120713	90120819	RNA5SP365	ENSG00000252207
43941	12	90146690	90147608	MRPL2P1	ENSG00000257480
43942	7	84505870	84506272	HMGN2P11	ENSG00000232605
43943	12	90147836	90147929	RNU6-148P	ENSG00000252823
43944	11	7980971	7986973	NLRP10	ENSG00000182261
43946	21	45285067	45406417	AGPAT3	ENSG00000160216
43947	22	21982378	21984353	YDJC	ENSG00000161179
43948	19	58513429	58522600	CTD-2368P22.1	ENSG00000176593
43949	12	90276442	90383066	RP11-654D12.2	ENSG00000258216
43950	22	36677327	36784063	MYH9	ENSG00000100345
43951	10	120863598	120897496	FAM45A	ENSG00000119979
43953	15	40327940	40331389	SRP14	ENSG00000140319
43955	18	61637159	61672278	SERPINB8	ENSG00000166401
43956	10	4914093	4934167	AKR1C6P	ENSG00000151631
43958	1	220863187	220872499	C1orf115	ENSG00000162817
43959	6	485133	693117	EXOC2	ENSG00000112685
43960	16	30934376	30960104	FBXL19	ENSG00000099364
43961	3	170714137	170744539	SLC2A2	ENSG00000163581
43962	19	58545400	58565999	ZSCAN1	ENSG00000152467
43963	11	7991798	8023409	EIF3F	ENSG00000175390
43964	12	9980077	9997606	KLRF1	ENSG00000150045
43965	10	86088342	86278273	CCSER2	ENSG00000107771
43966	1	220921567	220958150	MARC2	ENSG00000117791
43968	9	135468384	135545788	DDX31	ENSG00000125485
43969	16	2510081	2514964	C16orf59	ENSG00000162062
43970	X	154006959	154049282	MPP1	ENSG00000130830
43971	9	35673853	35681156	CA9	ENSG00000107159
43972	22	21987005	21991616	CCDC116	ENSG00000161180
43973	2	219502639	219524378	ZNF142	ENSG00000115568
43974	6	110012499	110146631	FIG4	ENSG00000112367
43975	15	40380091	40401093	BMF	ENSG00000104081
43978	17	73937588	73975515	ACOX1	ENSG00000161533
43980	2	206858445	206951027	INO80D	ENSG00000114933
43982	19	58570607	58597677	ZNF135	ENSG00000176293
43983	X	129263337	129299861	AIFM1	ENSG00000156709
43985	13	51928213	52028400	INTS6	ENSG00000102786
43987	1	151482986	151511168	CGN	ENSG00000143375
43988	17	55015548	55038415	COIL	ENSG00000121058
43989	19	49496705	49519252	RUVBL2	ENSG00000183207
43990	1	220960101	220987735	MARC1	ENSG00000186205
43991	12	93771659	93797024	NUDT4	ENSG00000173598
43992	7	136398618	136399935	PSMC1P3	ENSG00000231244
43993	12	51317255	51326300	METTL7A	ENSG00000185432
43994	3	142683339	142779567	U2SURP	ENSG00000163714
43995	7	84568665	84569561	AC074183.4	ENSG00000232019
43996	4	39184024	39287430	WDR19	ENSG00000157796
43997	14	48271129	48271404	RP11-476J6.1	ENSG00000259117
43998	19	33166313	33169206	RGS9BP	ENSG00000186326
43999	19	46030685	46105470	OPA3	ENSG00000125741
44000	16	30960387	30967782	ORAI3	ENSG00000175938
44001	7	84612863	84613825	HNRNPA1P8	ENSG00000229251
44002	14	48514684	48515419	RP11-10A2.1	ENSG00000258639
44003	12	102271129	102405908	DRAM1	ENSG00000136048
44005	19	33182867	33204702	NUDT19	ENSG00000213965
44006	14	48788271	48788597	RP11-2G1.3	ENSG00000270359
44007	7	84657144	84659008	HSPA8P16	ENSG00000224059
44009	14	48810429	48810535	RNU6-297P	ENSG00000207366
44010	14	48865711	48960970	RP11-2G1.1	ENSG00000258751
44013	7	85010434	85010691	AC073958.2	ENSG00000230614
44014	1	60452941	60539442	C1orf87	ENSG00000162598
44015	12	81186299	81331704	LIN7A	ENSG00000111052
44017	7	85050438	85118609	LINC00972	ENSG00000225128
44018	12	90313214	90313553	RP11-654D12.1	ENSG00000258290
44019	12	90341470	90343503	RP11-654D12.3	ENSG00000257725
44021	10	104263744	104393292	SUFU	ENSG00000107882
44022	7	85265329	85265660	AC092013.1	ENSG00000227785
44023	12	90501516	90506556	RP11-567C2.1	ENSG00000257194
44024	12	51347705	51364289	HIGD1C	ENSG00000214511
44025	19	46093022	46105466	GPR4	ENSG00000177464
44026	7	85846101	85847049	SOCS5P1	ENSG00000236610
44027	12	56295197	56326402	WIBG	ENSG00000170473
44028	12	122656577	122658746	IL31	ENSG00000204671
44030	18	63417488	63548638	CDH7	ENSG00000081138
44032	12	90674671	90694117	RP11-753N8.1	ENSG00000258183
44034	7	86404397	86405338	AC005009.1	ENSG00000231255
44035	3	53831791	53832046	RP11-884K10.6	ENSG00000271916
44037	5	118604387	118735383	TNFAIP8	ENSG00000145779
44038	7	86413542	86415986	AC005009.2	ENSG00000233073
44039	16	30968615	30996437	SETD1A	ENSG00000099381
44041	7	86738855	86740598	CTA-254O6.1	ENSG00000261462
44042	19	33210659	33320483	TDRD12	ENSG00000173809
44043	12	122688090	122693499	B3GNT4	ENSG00000176383
44044	7	86780739	86781736	AC005076.5	ENSG00000224046
44045	X	43625858	43741693	MAOB	ENSG00000069535
44046	3	15296360	15382875	SH3BP5	ENSG00000131370
44047	18	580367	581524	CETN1	ENSG00000177143
44048	1	221051699	221058401	HLX	ENSG00000136630
44049	14	48867513	48868578	RP11-2G1.2	ENSG00000258750
44050	11	8040791	8127659	TUB	ENSG00000166402
44051	7	86847927	86848028	Y_RNA	ENSG00000200397
44052	17	25792138	25792567	RP11-720N19.2	ENSG00000265801
44053	3	119499331	119537332	NR1I2	ENSG00000144852
44054	4	186392670	186393417	RP11-279O9.4	ENSG00000249679
44055	7	86954541	86974831	TP53TG1	ENSG00000182165
44056	5	137514408	137523404	KIF20A	ENSG00000112984
44057	7	136525840	136525943	snoU13	ENSG00000238488
44058	5	147204131	147211349	SPINK1	ENSG00000164266
44059	7	136587914	136588041	MIR490	ENSG00000207597
44060	7	136623027	136623300	KRT8P51	ENSG00000223657
44062	7	136848790	136849359	AC009517.2	ENSG00000224469
44063	9	35681989	35691017	TPM2	ENSG00000198467
44064	15	71173681	71185124	THAP10	ENSG00000129028
44065	11	62327073	62342401	EEF1G	ENSG00000254772
44066	7	139723544	139763521	PARP12	ENSG00000059378
44067	18	596988	650334	CLUL1	ENSG00000079101
44068	17	37313147	37323737	ARL5C	ENSG00000141748
44069	1	221874766	221915518	DUSP10	ENSG00000143507
44070	2	233243244	233247599	ALPP	ENSG00000163283
44071	10	27484146	27531059	ACBD5	ENSG00000107897
44072	4	186422851	186456766	PDLIM3	ENSG00000154553
44073	15	43985084	43991420	CKMT1A	ENSG00000223572
44074	7	81575760	82073114	CACNA2D1	ENSG00000153956
44075	2	174219548	174233725	CDCA7	ENSG00000144354
44076	2	46843555	46852881	CRIPT	ENSG00000119878
44078	11	116714118	116969153	SIK3	ENSG00000160584
44079	2	159651829	159719293	DAPL1	ENSG00000163331
44080	7	136972434	136972509	SNORD81	ENSG00000202023
44081	7	137003339	137011700	AC078842.4	ENSG00000231114
44082	15	71389291	72075722	THSD4	ENSG00000187720
44083	7	137029676	137039229	AC078842.3	ENSG00000228031
44084	7	137406731	137407592	AC009245.3	ENSG00000230383
44085	3	69788586	70017488	MITF	ENSG00000187098
44086	7	137638094	137642712	AC022173.2	ENSG00000237243
44087	17	55055466	55084129	SCPEP1	ENSG00000121064
44088	11	18343842	18388591	GTF2H1	ENSG00000110768
44089	7	137707204	137709085	AC009263.2	ENSG00000234639
44090	7	137731400	137732643	AC024082.3	ENSG00000231923
44091	7	137744802	137745039	AC024082.4	ENSG00000231931
44092	X	43808022	43832750	NDP	ENSG00000124479
44093	10	35415719	35501886	CREM	ENSG00000095794
44094	16	2521500	2524146	NTN3	ENSG00000162068
44095	7	137753288	137753375	AC024082.1	ENSG00000221558
44096	7	137776000	137776061	RN7SKP223	ENSG00000222514
44097	7	137805834	137805937	snoU13	ENSG00000239145
44098	10	96443251	96495947	CYP2C18	ENSG00000108242
44099	7	137806948	137809341	RCC2P3	ENSG00000233951
44100	1	222695602	222721445	HHIPL2	ENSG00000143512
44101	Y	25365594	25437503	DAZ2	ENSG00000205944
44102	18	641320	658340	C18orf56	ENSG00000176912
44103	4	117220016	117221520	MTRNR2L13	ENSG00000270394
44104	16	70557691	70608820	SF3B3	ENSG00000189091
44105	19	10527449	10580305	PDE4A	ENSG00000065989
44106	4	118004718	118006736	TRAM1L1	ENSG00000174599
44107	18	34823010	35146000	CELF4	ENSG00000101489
44108	2	159825146	160089170	TANC1	ENSG00000115183
44109	2	33661391	33789817	RASGRP3	ENSG00000152689
44110	14	48959086	48959637	RP11-286B5.1	ENSG00000242417
44111	1	61330931	61928465	NFIA	ENSG00000162599
44112	14	48963136	48963267	AL512359.1	ENSG00000251731
44113	14	49288563	49288796	RP11-737F10.1	ENSG00000258381
44114	14	49410650	49410717	SNORD112	ENSG00000251824
44115	9	135545422	135570342	GTF3C4	ENSG00000125484
44116	14	49524431	49544223	RP11-816J8.1	ENSG00000258868
44117	X	44007128	44202918	EFHC2	ENSG00000183690
44118	14	49840684	49841101	RP11-326E7.1	ENSG00000258401
44119	14	50019351	50019466	RNA5SP384	ENSG00000252424
44120	14	50044110	50044512	RPL32P29	ENSG00000244270
44121	22	21996550	21998587	SDF2L1	ENSG00000128228
44122	14	50053297	50053596	RN7SL1	ENSG00000258486
44123	14	50058954	50059055	Y_RNA	ENSG00000252919
44124	2	219523487	219528166	BCS1L	ENSG00000074582
44125	16	2525147	2555735	TBC1D24	ENSG00000162065
44126	18	657604	673578	TYMS	ENSG00000176890
44127	14	50066712	50067290	RHOQP1	ENSG00000258568
44128	4	118954773	119179803	NDST3	ENSG00000164100
44129	4	1160720	1202750	SPON2	ENSG00000159674
44131	5	169010638	169031782	SPDL1	ENSG00000040275
44132	14	21567096	21571883	TMEM253	ENSG00000232070
44133	9	135600965	135754164	AK8	ENSG00000165695
44134	17	37329709	37353956	CACNB1	ENSG00000067191
44135	6	42952237	42980080	PPP2R5D	ENSG00000112640
44137	17	25853412	25854249	RP11-720N19.1	ENSG00000263368
44138	17	25939614	25940277	ITM2BP1	ENSG00000266853
44139	20	18447771	18465287	POLR3F	ENSG00000132664
44140	17	25952510	25953464	RP11-19P22.8	ENSG00000266872
44141	18	64168320	64271375	CDH19	ENSG00000071991
44142	10	96447911	96613017	CYP2C19	ENSG00000165841
44143	5	304291	438406	AHRR	ENSG00000063438
44144	17	25978360	25992738	NOS2P1	ENSG00000264216
44145	14	21623026	21624222	OR5AU1	ENSG00000169327
44146	16	2546033	2570219	RP11-20I23.1	ENSG00000260272
44147	X	44382885	44402247	FUNDC1	ENSG00000069509
44148	12	102406705	102455927	CCDC53	ENSG00000120860
44149	19	46110252	46148887	EML2	ENSG00000125746
44151	22	36863083	36878077	TXN2	ENSG00000100348
44152	16	2563871	2570219	ATP6V0C	ENSG00000185883
44153	17	25988575	25990684	RP11-19P22.5	ENSG00000265788
44154	17	79858621	79860781	NPB	ENSG00000183979
44155	17	25993775	25999829	RP11-19P22.7	ENSG00000265041
44156	8	144939497	144952632	EPPK1	ENSG00000227184
44157	3	53893021	53895603	RP11-884K10.7	ENSG00000271976
44158	3	53916213	53916296	AC012467.1	ENSG00000222888
44159	8	42396298	42409603	SMIM19	ENSG00000176209
44160	3	54081776	54082820	CABYRP1	ENSG00000242983
44161	1	222731244	222763275	TAF1A	ENSG00000143498
44162	22	22006559	22054304	PPIL2	ENSG00000100023
44163	3	54660242	54660673	RPS15P5	ENSG00000229806
44164	3	54666149	54673884	ESRG	ENSG00000265992
44165	X	44703249	44704130	DUSP21	ENSG00000189037
44166	5	71014990	71016875	CARTPT	ENSG00000164326
44167	3	54908632	54935282	CACNA2D3-AS1	ENSG00000243715
44168	17	26002920	26003023	RP11-19P22.10	ENSG00000266771
44169	17	26004831	26005113	RP11-19P22.6	ENSG00000264240
44170	3	55200938	55209760	RP11-889D3.1	ENSG00000239991
44171	17	26009502	26009763	RP11-19P22.2	ENSG00000264689
44172	10	124320181	124403252	DMBT1	ENSG00000187908
44173	3	55212200	55223242	RP11-889D3.2	ENSG00000243572
44174	17	26010972	26011170	RP11-19P22.3	ENSG00000263604
44175	3	55330228	55334766	RP11-64C1.1	ENSG00000240708
44176	13	52158644	52336171	WDFY2	ENSG00000139668
44177	17	26029938	26030241	RN7SL576P	ENSG00000263472
44178	3	55369490	55384943	RP11-875H7.1	ENSG00000242568
44179	17	26034204	26034276	RP1-66C13.1	ENSG00000265833
44180	9	135753414	135765588	C9orf9	ENSG00000165698
44181	12	93799449	93836038	UBE2N	ENSG00000177889
44182	3	55394471	55395857	RP11-875H7.2	ENSG00000242775
44183	17	26035137	26035164	RP1-66C13.2	ENSG00000266416
44184	18	65173819	65184217	DSEL	ENSG00000171451
44185	3	55521727	55522336	WNT5A-AS1	ENSG00000244586
44186	17	26073158	26081980	RP1-66C13.3	ENSG00000266786
44187	3	55527858	55539289	RP11-875H7.5	ENSG00000242317
44188	3	55644631	55647132	RP11-58O15.1	ENSG00000240777
44189	19	49519237	49520338	LHB	ENSG00000104826
44190	11	68228186	68382802	PPP6R3	ENSG00000110075
44191	3	55886520	55886622	MIR3938	ENSG00000264013
44192	17	26201671	26208263	RP11-138P22.1	ENSG00000266527
44193	1	151512781	151556059	TUFT1	ENSG00000143367
44194	16	2563966	2577956	ATP6C	ENSG00000259784
44195	10	104404253	104418164	TRIM8	ENSG00000171206
44196	17	26256574	26301249	RP11-218F4.1	ENSG00000260019
44197	2	127941696	127977654	CYP27C1	ENSG00000186684
44199	1	62146718	62191095	TM2D1	ENSG00000162604
44200	19	49526126	49527590	CGB	ENSG00000104827
44201	17	26345796	26345933	SCARNA20	ENSG00000251818
44202	12	569530	672675	B4GALNT3	ENSG00000139044
44203	16	30996519	31000473	HSD3B7	ENSG00000099377
44204	15	71402583	71407833	CT62	ENSG00000225362
44205	X	90689594	90693583	PABPC5	ENSG00000174740
44206	6	110299514	110301921	GPR6	ENSG00000146360
44207	12	51373184	51422349	SLC11A2	ENSG00000110911
44209	22	36883237	36903148	FOXRED2	ENSG00000100350
44210	12	91011536	91016599	RP11-632B21.1	ENSG00000257995
44211	19	58595205	58629794	ZSCAN18	ENSG00000121413
44212	10	73724123	73773322	CHST3	ENSG00000122863
44213	17	27916787	27941779	ANKRD13B	ENSG00000198720
44214	12	91203053	91204457	RP11-20L19.1	ENSG00000257787
44215	19	49526210	49540152	CTB-60B18.6	ENSG00000267335
44216	21	45432200	45526433	TRAPPC10	ENSG00000160218
44217	12	91311800	91342446	LINC00615	ENSG00000196243
44218	5	147250245	147261754	SCGB3A2	ENSG00000164265
44220	12	91587486	91587719	AC007115.3	ENSG00000258148
44221	12	10005583	10022735	CLEC2B	ENSG00000110852
44222	19	49535169	49536495	CGB2	ENSG00000104818
44223	12	91755973	91762383	RP11-121E16.1	ENSG00000258100
44224	12	92073908	92074650	RP11-1041F24.1	ENSG00000258125
44225	5	41904290	41921738	C5orf51	ENSG00000205765
44226	12	92264898	92265006	RP11-587P21.1	ENSG00000258224
44227	12	92271167	92274431	RP11-587P21.2	ENSG00000257893
44228	13	52342129	52378293	DHRS12	ENSG00000102796
44229	18	66340925	66382535	TMX3	ENSG00000166479
44230	19	49538831	49552006	CGB1	ENSG00000267631
44231	12	56321103	56347811	DGKA	ENSG00000065357
44232	16	2570358	2581423	AMDHD2	ENSG00000162066
44234	10	73818793	73848790	SPOCK2	ENSG00000107742
44235	10	120900279	120925179	SFXN4	ENSG00000183605
44237	16	30996808	30997533	AC135048.1	ENSG00000268863
44239	19	49547141	49548568	CGB5	ENSG00000189052
44242	6	110421022	110501207	WASF1	ENSG00000112290
44245	14	67826714	67853233	EIF2S1	ENSG00000134001
44246	9	135766735	135820020	TSC1	ENSG00000165699
44247	16	31000577	31021949	STX1B	ENSG00000099365
44248	10	96698415	96749147	CYP2C9	ENSG00000138109
44249	9	35696945	35732392	TLN1	ENSG00000137076
44250	1	26517052	26529459	CATSPER4	ENSG00000188782
44251	14	38059189	38069245	FOXA1	ENSG00000129514
44252	5	147260289	147286101	C5orf46	ENSG00000178776
44253	2	46926091	46990268	SOCS5	ENSG00000171150
44254	X	91034260	91878229	PCDH11X	ENSG00000102290
44255	14	21677295	21737653	HNRNPC	ENSG00000092199
44256	19	33321415	33360672	SLC7A9	ENSG00000021488
44257	15	40453224	40513337	BUB1B	ENSG00000156970
44259	19	58637619	58666477	ZNF329	ENSG00000181894
44263	3	45596886	45727830	LIMD1	ENSG00000144791
44265	3	183873176	183891398	DVL3	ENSG00000161202
44266	12	81331594	81650533	ACSS3	ENSG00000111058
44268	13	52436117	52440366	CCDC70	ENSG00000123171
44269	12	10034088	10048432	KLRF2	ENSG00000256797
44270	12	122692210	122712081	DIABLO	ENSG00000184047
44271	11	62327075	62359003	MIR3654	ENSG00000255508
44272	2	47043807	47049796	LINC01118	ENSG00000222005
44273	12	10051272	10084980	CLEC2A	ENSG00000188393
44274	1	26560691	26605299	CEP85	ENSG00000130695
44275	2	206979541	207024327	NDUFS1	ENSG00000023228
44276	3	159526205	159526359	RNU2-31P	ENSG00000252763
44277	4	77968311	77997158	CCNI	ENSG00000118816
44278	3	159540401	159540484	AC021654.1	ENSG00000264146
44279	14	81937893	82000205	SEL1L	ENSG00000071537
44280	2	47043836	47086146	LINC01119	ENSG00000239332
44281	16	31044210	31054296	STX4	ENSG00000103496
44282	3	159631189	159943086	IL12A-AS1	ENSG00000244040
44283	2	233271553	233275424	ALPPL2	ENSG00000163286
44284	2	97779233	97930258	ANKRD36	ENSG00000135976
44285	3	159818478	159820661	BRD7P2	ENSG00000184100
44286	12	10103915	10148293	CLEC12A	ENSG00000172322
44287	19	58694396	58724928	ZNF274	ENSG00000171606
44288	3	159944270	159945841	RP11-431I8.1	ENSG00000244078
44289	8	42552519	42592550	CHRNB3	ENSG00000147432
44290	1	222791428	222841354	MIA3	ENSG00000154305
44291	3	160060473	160060803	RP11-432B6.1	ENSG00000243687
44292	X	44732757	44971847	KDM6A	ENSG00000147050
44293	3	160122376	160122473	MIR15B	ENSG00000207779
44294	3	160122533	160122613	MIR16-2	ENSG00000198987
44295	3	160170386	160171191	RP11-227J5.3	ENSG00000244009
44296	14	38065052	38510647	TTC6	ENSG00000139865
44297	3	160190136	160190204	RNU7-136P	ENSG00000238427
44298	1	26605667	26608007	SH3BGRL3	ENSG00000142669
44299	12	116997186	117014425	MAP1LC3B2	ENSG00000171471
44301	16	2577081	2581420	CEMP1	ENSG00000205923
44302	17	26348694	26349291	RP11-218F4.2	ENSG00000266190
44303	17	79858841	79869340	PCYT2	ENSG00000185813
44304	3	160232695	160233024	SCARNA7	ENSG00000238741
44305	17	26349356	26349490	SNORA70	ENSG00000202389
44306	3	160283235	160287036	KRT8P12	ENSG00000229320
44307	17	26388993	26389094	Vault	ENSG00000252283
44308	17	26443265	26443432	RPS29P22	ENSG00000240873
44309	2	128014866	128051752	ERCC3	ENSG00000163161
44310	11	8127597	8190602	RIC3	ENSG00000166405
44311	2	233320833	233324742	ALPI	ENSG00000163295
44312	17	26496027	26496180	AC100852.2	ENSG00000203484
44313	1	62208149	62629592	INADL	ENSG00000132849
44314	8	42607763	42651535	CHRNA6	ENSG00000147434
44315	7	137808504	137808567	MIR4468	ENSG00000266193
44316	7	137848186	137849383	AC083867.4	ENSG00000225559
44317	7	137859791	137859882	Y_RNA	ENSG00000252820
44318	7	151038785	151075535	NUB1	ENSG00000013374
44319	12	117153593	117175875	C12orf49	ENSG00000111412
44320	22	36906897	36925483	EIF3D	ENSG00000100353
44321	7	137860931	137861028	snoU13	ENSG00000238984
44322	19	33369902	33462897	CEP89	ENSG00000121289
44323	7	137872744	137872875	SNORA51	ENSG00000201465
44324	7	137982833	137983229	AC008155.2	ENSG00000213238
44325	7	138088940	138089268	AC008155.1	ENSG00000213237
44326	7	138100225	138100319	Y_RNA	ENSG00000202072
44327	7	138125435	138126983	AC008265.2	ENSG00000214815
44328	7	138167225	138167328	snoU13	ENSG00000239123
44329	8	97505579	97624000	SDC2	ENSG00000169439
44330	7	138175326	138176106	AC013429.5	ENSG00000234995
44331	2	174771187	174830430	SP3	ENSG00000172845
44332	9	135820932	135867083	GFI1B	ENSG00000165702
44333	7	138309805	138309924	SNORA40	ENSG00000252188
44334	11	18415935	18429972	LDHA	ENSG00000134333
44335	7	138330416	138331193	AC013429.4	ENSG00000234658
44336	8	42691817	42698468	THAP1	ENSG00000131931
